Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
905,4857984084,kmdilsaver,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858083428,NateBate93,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858294432,j24johnson,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858310358,J_Sharp23,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858326754,kenneal,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858333780,jbw1218,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858334728,Sheff803,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858551738,phillbennetzen,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858683582,flash813,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858684896,rshaughn23,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858726557,cmyers0129,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858794441,Mcoleman1902,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4858833460,CapoNilknarf,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859021741,Rsoletski,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859103255,willninho,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859193436,noahlsegal,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859194641,jscharff1,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859204517,PGressick,0,168.68001,DST Raiders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859214395,TeamSleep,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859215963,tsad23,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859300434,ptc724,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859305704,Jyoung3,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859431383,cblystone34,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859466956,Joyman7,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859594085,ItsTylerJackson,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859598927,MRSSCHLAGGER,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859628795,jrancor22,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859651856,bonacrave,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859713228,mcush,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859817278,justthebass,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859854875,JohnS881,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859947391,thewayofwade,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859951244,drtrent,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4859988373,kanelindsay,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4860040121,kksummers24,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4860116504,regal675,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4860514449,snakevandelay,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4860819751,lichter17,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4860924173,gerndg,0,168.68001,DST Raiders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4860948064,Bazkar,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861093426,ArmTheNeutral,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861135381,cylerpott,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861137442,Willroy1212,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861156243,lethuima,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861160435,OBJForPrez,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861165382,matt.simon10,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861212923,shiposki75,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861220642,brarob11,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861220972,ecblackhurst,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861226471,zgent5,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861248799,joejast,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861256467,bendeuce6,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861283255,TruDragon88,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861317179,NeFoo,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861331532,griff_27,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861337809,cmahon23,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861365879,chrscirillo,0,168.68001,DST Raiders  FLEX Jonathan Taylor QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861367005,CJNayNay007,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861432592,ahayet1,0,168.68001,DST Raiders  FLEX Jonathan Taylor QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861446335,ss42004,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861485633,phaully,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861526082,dkrupp87,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861585675,TMTmike,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861586001,Axelrod3,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861590219,BallSoHardy,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861624213,IceColdDrafter,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861630531,Mr._Bad,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861643848,JacksonFillmore,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861761204,KMunie7,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861763887,jswirchy,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861774309,odyuh,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861809781,joker2cold,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861833757,Miek4,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861880070,ral23,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861890297,philip.boisvert88,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861899585,tarhokie3,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861938771,dbsnydes,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861968067,blackburn72419,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861981505,tomcatjones13,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4861986635,JADEDPICKS,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862024737,danostano,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862025188,tootallgee,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862034640,robert_dew19,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862049774,mikemurph85,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862052264,otatoptroy,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862053625,glubjub,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862056215,jrmich44,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862059329,ctothenetto,0,168.68001,DST Raiders  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862087342,hfrog355,0,168.68001,DST Bengals  FLEX Jonathan Taylor QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862090013,kaderade42,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862100043,bignutz02,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862109893,mulegator,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862122415,beeball44,0,168.68001,DST Raiders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862134072,ql81,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862173699,sheabones,0,168.68001,DST Bengals  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862206111,nickkoul,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862212335,atriola,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862270894,mtozimek,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862271831,Johnnyp135,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862297119,ETS45,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
905,4862306676,prezindashaus,0,168.68001,DST Bengals  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,,
